text,old_resolution,new_resolution,changed,n_labels,rows_at_stake,old_score,new_score,n_sites_old,n_sites_new,synth_gen_old,synth_gen_new,per_site_rows,val_gold,test_gold,decision
chw sys enab,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'chillerEnable': {'N4-Integ03': 1}, 'systemEnable': {'N4-Integ03': 1}}",,,
ea dmp sts,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'exhaustDamper': {'N4-Integ03': 1}, 'exhaustDamperFb': {'N4-Integ03': 1}}",exhaustDamperFb,,
flw rat,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'dischargeFlow': {'N4-Integ03': 1}, 'secLeavingFlow': {'N4-Integ03': 1}}",,,
hw diff prs,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'secPressureDelta': {'N4-Integ03': 1}, 'secLeavingPressure': {'N4-Integ04': 1}}",,,
chl v4 v7 cmd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condEnteringIsoValve': {'N4-Integ04': 1}, 'evapEnteringIsoValve': {'N4-Integ04': 1}}",,,
chl v4 v7 sts,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condEnteringIsoValveFb': {'N4-Integ04': 1}, 'evapEnteringIsoValveFb': {'N4-Integ04': 1}}",,,
chl v5 v8 cmd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condEnteringIsoValve': {'N4-Integ04': 1}, 'evapEnteringIsoValve': {'N4-Integ04': 1}}",,,
chl v5 v8 sts,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condEnteringIsoValveFb': {'N4-Integ04': 1}, 'evapEnteringIsoValveFb': {'N4-Integ04': 1}}",,,
chl v6 v9 cmd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condEnteringIsoValve': {'N4-Integ04': 1}, 'evapEnteringIsoValve': {'N4-Integ04': 1}}",,,
chl v6 v9 sts,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condEnteringIsoValveFb': {'N4-Integ04': 1}, 'evapEnteringIsoValveFb': {'N4-Integ04': 1}}",,,
dtwr tmp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'waterCoilLeavingTemp': {'N4-Integ04': 1}, 'waterLeavingTemp': {'N4-Integ04': 1}}",,,
hf s,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'exhaustFanStatus': {'N4-Integ04': 1}, 'outsideFanStatus': {'N4-Integ04': 1}}",,,
hx free clg vlv cmd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'priEnteringIsoValve': {'N4-Integ04': 1}, 'secLeavingIsoValve': {'N4-Integ04': 1}}",,,
hx mech clg vlv cmd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condEnteringIsoValve': {'N4-Integ04': 1}, 'evapLeavingIsoValve': {'N4-Integ04': 1}}",,,
oad c,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'outsideIsoDamper': {'N4-Integ04': 1}, 'outsideDamper': {'N4-Integ04': 1}}",,,
s sp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'dischargeFlow': {'N4-Integ04': 1}, 'dischargePressure': {'N4-Integ04': 1}}",,,
bypass valve,bypassValve,bypassValve,False,2,1,18.0,18.0,0,0,18/0,18/0,"{'bypassValve': {}, 'evapBypassValve': {'N4-Integ02': 1}}",,,
chiller cmd,chillerEnable,chillerEnable,False,2,1,5.0,5.0,0,0,5/0,5/0,"{'chillerEnable': {}, 'systemEnable': {'N4-Integ02': 1}}",,,
comp,comp,comp,False,2,1,4.0,4.0,0,0,4/0,4/0,"{'comp': {}, 'coolingStage': {'N4-Integ02': 1}}",,,
dehum enable,dehumidEnable (override),dehumidEnable (override),False,2,1,,,,,,,"{'dehumidEnable': {'N4-Integ02': 1}, 'dehumidifier': {}}",,,
dew point,zoneDewpoint,zoneDewpoint,False,2,1,6.0,6.0,0,0,6/0,6/0,"{'zoneDewpoint': {}, 'outsideDewpoint': {'N4-Integ01': 1}}",,,
economizer status,econStatus (override),econStatus (override),False,2,1,,,,,,,"{'econEnable': {'N4-Integ03': 1}, 'econStatus': {}}",,,
htg status,heatingStatus,heatingStatus,False,2,1,4.0,4.0,0,0,4/0,4/0,"{'heatingStatus': {}, 'heatingStageStatus': {'N4-Integ04': 1}}",,,
min oa setpoint,minOutsideDamperMinSp,minOutsideDamperMinSp,False,2,1,2.0,2.0,0,0,2/0,2/0,"{'minOutsideDamperMinSp': {}, 'minOutsideFlow': {'N4-Integ02': 1}}",,,
oa min flow spt,minOutsideFlowSp (override),minOutsideFlowSp (override),False,3,1,,,,,,,"{'minOutsideDamperMinSp': {}, 'minOutsideFlowSp': {}, 'outsideFlowMinSp': {'N4-Integ02': 1}}",,,
dehum dmd,dehumidDemand,dehumidDemand,False,2,1,3.0,3.0,0,0,3/0,3/0,"{'dehumidDemand': {}, 'dehumidifierDemand': {'N4-Integ02': 1}}",,,
dehum sp,dehumidSp,dehumidSp,False,2,1,5.0,5.0,0,0,5/0,5/0,"{'dehumidSp': {}, 'zoneHumiditySp': {'N4-Integ04': 1}}",,,
ea fan cmd,exhaustFanEnable,exhaustFanEnable,False,2,1,3.0,3.0,0,0,3/0,3/0,"{'exhaustFanEnable': {}, 'exhaustFan': {'N4-Integ01': 1}}",,,
chw sup temp,evapLeavingTemp,evapLeavingTemp,False,2,1,5.0,5.0,0,0,5/0,5/0,"{'evapLeavingTemp': {}, 'secLeavingTemp': {'N4-Integ01': 1}}",,,
chw sup t,evapLeavingTemp,evapLeavingTemp,False,2,1,3.0,3.0,0,0,3/0,3/0,"{'evapLeavingTemp': {}, 'secLeavingTemp': {'N4-Integ01': 1}}",,,
hw return temp,heatingCoilEnteringTemp,heatingCoilEnteringTemp,False,2,1,2.0,2.0,0,0,2/0,2/0,"{'heatingCoilEnteringTemp': {}, 'secEnteringTemp': {'N4-Integ03': 1}}",,,
unit status,unitStatus,unitStatus,False,2,1,2.0,2.0,0,0,2/0,2/0,"{'unitStatus': {}, 'chillerStatus': {'N4-Integ03': 1}}",,N4-Integ06:chillerStatus,
rh vlv pos,reHeatingValveFb,reHeatingValveFb,False,2,1,4.0,4.0,0,0,4/0,4/0,"{'reHeatingValveFb': {}, 'heatingValve': {'N4-Integ04': 1}}",,,
htg dmd,zoneHeatingDemand,zoneHeatingDemand,False,2,1,5.0,5.0,0,0,5/0,5/0,"{'zoneHeatingDemand': {}, 'heatingDemand': {'N4-Integ02': 1}}",,,
stm tmp,priEnteringTemp,priEnteringTemp,False,2,1,1.0,1.0,1,1,0/0,0/0,"{'priEnteringTemp': {'N4-Integ03': 1}, 'steamTemp': {}}",,,
zone temp max sp,zoneTempMaxSp (override),zoneTempMaxSp (override),False,2,0,,,,,,,"{'zoneTempMaxSp': {}, 'zoneTempHiSp': {}}",,,
zntm spt,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zoneTempMaxSp': {}, 'zoneTempMinSp': {}}",,,
zntm sp,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zoneTempMaxSp': {}, 'zoneTempMinSp': {}}",,,
chilleralarm,chillerAlarm (override),chillerAlarm (override),False,2,0,,,,,,,"{'chillerAlarm': {}, 'chillerFault': {}}",,,
chiller alarm,chillerAlarm (override),chillerAlarm (override),False,2,0,,,,,,,"{'chillerAlarm': {}, 'chillerFault': {}}",,,
ch alarm,chillerAlarm (override),chillerAlarm (override),False,2,0,,,,,,,"{'chillerAlarm': {}, 'chillerFault': {}}",,,
bypass dmpr pos,bypassDamperFb (override),bypassDamperFb (override),False,2,0,,,,,,,"{'bypassDamper': {}, 'bypassDamperFb': {}}",,,
bypass damper pos,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'bypassDamperFb': {}, 'bypassDamper': {}}",,,
byp dmpr pos,bypassDamperFb (override),bypassDamperFb (override),False,2,0,,,,,,,"{'bypassDamperFb': {}, 'bypassDamper': {}}",,,
comp start,compEnable (override),compEnable (override),False,2,0,,,,,,,"{'comp': {}, 'compEnable': {}}",,,
cmp start,compEnable (override),compEnable (override),False,2,0,,,,,,,"{'comp': {}, 'compEnable': {}}",,,
compressor start,compEnable (override),compEnable (override),False,2,0,,,,,,,"{'comp': {}, 'compEnable': {}}",,,
compfault,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
comp fault,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
compflt,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
comp flt,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
comperror,compAlarm (override),compAlarm (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
comp error,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
cmpfault,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
cmp fault,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
cmpflt,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
cmp flt,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
cmp error,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
compressorfault,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
compressor fault,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
compressorflt,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
compressor flt,compFault (override),compFault (override),False,2,0,,,,,,,"{'compAlarm': {}, 'compFault': {}}",,,
comp en,compEnable,compEnable,False,2,0,5.0,5.0,0,0,5/0,5/0,"{'compEnable': {}, 'compEnergy': {}}",,,
cmp en,compEnable,compEnable,False,2,0,4.0,4.0,0,0,4/0,4/0,"{'compEnable': {}, 'compEnergy': {}}",,,
compressor en,compEnable,compEnable,False,2,0,4.0,4.0,0,0,4/0,4/0,"{'compEnable': {}, 'compEnergy': {}}",,,
dehumid enable,dehumidEnable (override),dehumidEnable (override),False,2,0,,,,,,,"{'dehumidEnable': {}, 'dehumidifier': {}}",,,
dehumidifier enable,dehumidEnable (override),dehumidEnable (override),False,2,0,,,,,,,"{'dehumidEnable': {}, 'dehumidifier': {}}",,,
dehumid en cmd,dehumidEnable,dehumidEnable,False,2,0,2.0,2.0,0,0,2/0,2/0,"{'dehumidEnable': {}, 'dehumidifierEnable': {}}",,,
dehumidifier enable cmd,dehumidEnable,dehumidEnable,False,2,0,1.0,1.0,0,0,1/0,1/0,"{'dehumidEnable': {}, 'dehumidifierEnable': {}}",,,
dehum setpoint,dehumidSp (override),dehumidSp (override),False,2,0,,,,,,,"{'dehumidEnableSp': {}, 'dehumidSp': {}}",,,
zone temp min sp,zoneTempMinSp (override),zoneTempMinSp (override),False,2,0,,,,,,,"{'zoneTempMinSp': {}, 'zoneTempLoSp': {}}",,,
zone temp low sp,zoneTempMinSp (override),zoneTempMinSp (override),False,2,0,,,,,,,"{'zoneTempMinSp': {}, 'zoneTempLoSp': {}}",,,
zone temperature low setpoint,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zoneTempMinSp': {}, 'zoneTempLoSp': {}}",,,
zone hum sp,dehumidSp (override),dehumidSp (override),False,2,0,,,,,,,"{'zoneHumiditySp': {}, 'dehumidSp': {}}",,,
space hum spt,dehumidSp (override),dehumidSp (override),False,2,0,,,,,,,"{'zoneHumiditySp': {}, 'dehumidSp': {}}",,,
zone energy,zoneEnergy (override),zoneEnergy (override),False,2,0,,,,,,,"{'zoneEnergy': {}, 'energy': {}}",,,
zone co,zoneCO,zoneCO,False,2,0,11.0,11.0,0,0,11/0,11/0,"{'zoneCO': {}, 'zoneCO2': {}}",,,
dehumidifier status,dehumidifierStatus (override),dehumidifierStatus (override),False,2,0,,,,,,,"{'dehumidifier': {}, 'dehumidifierStatus': {}}",,,
dehum status,dehumidifierStatus (override),dehumidifierStatus (override),False,2,0,,,,,,,"{'dehumidifier': {}, 'dehumidifierStatus': {}}",,,
econ status,econStatus (override),econStatus (override),False,2,0,,,,,,,"{'econEnable': {}, 'econStatus': {}}",,,
econo status,econStatus (override),econStatus (override),False,2,0,,,,,,,"{'econEnable': {}, 'econStatus': {}}",,,
econ state,econStatus (override),econStatus (override),False,2,0,,,,,,,"{'econStatus': {}, 'econMode': {}}",,,
economizer state,econStatus (override),econStatus (override),False,2,0,,,,,,,"{'econStatus': {}, 'econMode': {}}",,,
econo state,econStatus (override),econStatus (override),False,2,0,,,,,,,"{'econStatus': {}, 'econMode': {}}",,,
economizer mode,econMode (override),econMode (override),False,2,0,,,,,,,"{'econStatus': {}, 'econMode': {}}",,,
exhaust cmd,exhaustFanEnable (override),exhaustFanEnable (override),False,2,0,,,,,,,"{'exhaustDamper': {}, 'exhaustFanEnable': {}}",,,
enable freeze protection,freezeProtectEnable (override),freezeProtectEnable (override),False,2,0,,,,,,,"{'freezeProtect': {}, 'freezeProtectEnable': {}}",,,
enable frost protection,freezeProtectEnable (override),freezeProtectEnable (override),False,2,0,,,,,,,"{'freezeProtect': {}, 'freezeProtectEnable': {}}",,,
enable frz protect,freezeProtectEnable (override),freezeProtectEnable (override),False,2,0,,,,,,,"{'freezeProtect': {}, 'freezeProtectEnable': {}}",,,
enable frz pro,freezeProtectEnable (override),freezeProtectEnable (override),False,2,0,,,,,,,"{'freezeProtect': {}, 'freezeProtectEnable': {}}",,,
freeze protect enable,freezeProtectEnable (override),freezeProtectEnable (override),False,2,0,,,,,,,"{'freezeProtect': {}, 'freezeProtectEnable': {}}",,,
frost prot enable,freezeProtectEnable (override),freezeProtectEnable (override),False,2,0,,,,,,,"{'freezeProtect': {}, 'freezeProtectEnable': {}}",,,
frz prot enable,freezeProtectEnable (override),freezeProtectEnable (override),False,2,0,,,,,,,"{'freezeProtect': {}, 'freezeProtectEnable': {}}",,,
frz protect enable,freezeProtectEnable (override),freezeProtectEnable (override),False,2,0,,,,,,,"{'freezeProtect': {}, 'freezeProtectEnable': {}}",,,
humidifier enable cmd,humidifierEnable (override),humidifierEnable (override),False,2,0,,,,,,,"{'humidifier': {}, 'humidifierEnable': {}}",,,
humidifier en cmd,humidifierEnable (override),humidifierEnable (override),False,2,0,,,,,,,"{'humidifier': {}, 'humidifierEnable': {}}",,,
humid en cmd,humidifierEnable (override),humidifierEnable (override),False,2,0,,,,,,,"{'humidifier': {}, 'humidifierEnable': {}}",,,
oa min setpoint,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideDamperMinSp': {}, 'outsideTempLoSp': {}}",,,
oa min spt,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideDamperMinSp': {}, 'minOutsideFlowSp': {}}",,,
oa minimum setpoint,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideDamperMinSp': {}, 'minOutsideFlowSp': {}}",,,
cold deck damper pos,coldDeckDamperFb (override),coldDeckDamperFb (override),False,2,0,,,,,,,"{'coldDeckDamper': {}, 'coldDeckDamperFb': {}}",,,
dis fan cmd,dischargeFan (override),dischargeFan (override),False,2,0,,,,,,,"{'dischargeFan': {}, 'dischargeFanSpeed': {}}",,,
sa temp clg lo sp,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'dischargeTempCoolMinSp': {}, 'dischargeTempLoSp': {}}",,,
sa dehumid sp,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'dischargeTempDehumidSp': {}, 'dischargeDehumidSp': {}}",,,
sa dehum sp,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'dischargeTempDehumidSp': {}, 'dischargeDehumidSp': {}}",,,
supply dehumid sp,dischargeDehumidSp (override),dischargeDehumidSp (override),False,2,0,,,,,,,"{'dischargeTempDehumidSp': {}, 'dischargeDehumidSp': {}}",,,
sa dehum cmd sp,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'dischargeTempDehumidSp': {}, 'dischargeDehumidSp': {}}",,,
sup dehum sp,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'dischargeTempDehumidSp': {}, 'dischargeDehumidSp': {}}",,,
da dehum sp,dischargeDehumidSp (override),dischargeDehumidSp (override),False,2,0,,,,,,,"{'dischargeTempDehumidSp': {}, 'dischargeDehumidSp': {}}",,,
disch dehum sp,dischargeDehumidSp (override),dischargeDehumidSp (override),False,2,0,,,,,,,"{'dischargeTempDehumidSp': {}, 'dischargeDehumidSp': {}}",,,
chw pos,coolingValveFb (override),coolingValveFb (override),False,2,0,,,,,,,"{'coolingValve': {}, 'coolingValveFb': {}}",,,
cool valve position,coolingValveFb (override),coolingValveFb (override),False,2,0,,,,,,,"{'coolingValve': {}, 'coolingValveFb': {}}",,,
line current,DROPPED (tie),DROPPED (tie),False,4,0,,,,,,,"{'current': {}, 'currentPhaseA': {}, 'currentPhaseB': {}, 'currentPhaseC': {}}",,,
phase current,DROPPED (tie),DROPPED (tie),False,4,0,,,,,,,"{'current': {}, 'currentPhaseA': {}, 'currentPhaseB': {}, 'currentPhaseC': {}}",,,
l1 current,currentPhaseA (override),currentPhaseA (override),False,2,0,,,,,,,"{'current': {}, 'currentPhaseA': {}}",,,
l2 current,currentPhaseB (override),currentPhaseB (override),False,2,0,,,,,,,"{'current': {}, 'currentPhaseB': {}}",,,
l3 current,currentPhaseC (override),currentPhaseC (override),False,2,0,,,,,,,"{'current': {}, 'currentPhaseC': {}}",,,
compressor current,current,current,False,2,0,1.0,1.0,0,0,1/0,1/0,"{'current': {}, 'compCurrent': {}}",,,
line i,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseA': {}, 'currentPhaseB': {}, 'currentPhaseC': {}}",,,
ph current,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseA': {}, 'currentPhaseB': {}, 'currentPhaseC': {}}",,,
ph i,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseA': {}, 'currentPhaseB': {}, 'currentPhaseC': {}}",,,
phase i,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseA': {}, 'currentPhaseB': {}, 'currentPhaseC': {}}",,,
line current max,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseAMax': {}, 'currentPhaseBMax': {}, 'currentPhaseCMax': {}}",,,
line i max,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseAMax': {}, 'currentPhaseBMax': {}, 'currentPhaseCMax': {}}",,,
phase current max,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseAMax': {}, 'currentPhaseBMax': {}, 'currentPhaseCMax': {}}",,,
ph currentmax,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseAMax': {}, 'currentPhaseBMax': {}, 'currentPhaseCMax': {}}",,,
ph i max,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseAMax': {}, 'currentPhaseBMax': {}, 'currentPhaseCMax': {}}",,,
phase i max,DROPPED (tie),DROPPED (tie),False,3,0,,,,,,,"{'currentPhaseAMax': {}, 'currentPhaseBMax': {}, 'currentPhaseCMax': {}}",,,
dehumid demand,dehumidDemand,dehumidDemand,False,2,0,6.0,6.0,0,0,6/0,6/0,"{'dehumidDemand': {}, 'dehumidifierDemand': {}}",,,
dehum demand,dehumidDemand,dehumidDemand,False,2,0,1.0,1.0,0,0,1/0,1/0,"{'dehumidDemand': {}, 'dehumidifierDemand': {}}",,,
dehum req,dehumidDemand,dehumidDemand,False,2,0,3.0,3.0,0,0,3/0,3/0,"{'dehumidDemand': {}, 'dehumidifierDemand': {}}",,,
dehumid req,dehumidDemand,dehumidDemand,False,2,0,3.0,3.0,0,0,3/0,3/0,"{'dehumidDemand': {}, 'dehumidifierDemand': {}}",,,
dehmd demand,dehumidDemand,dehumidDemand,False,2,0,4.0,4.0,0,0,4/0,4/0,"{'dehumidDemand': {}, 'dehumidifierDemand': {}}",,,
dehumidifier demand,dehumidDemand,dehumidDemand,False,2,0,4.0,4.0,0,0,4/0,4/0,"{'dehumidDemand': {}, 'dehumidifierDemand': {}}",,,
dehumd demand,dehumidDemand,dehumidDemand,False,2,0,3.0,3.0,0,0,3/0,3/0,"{'dehumidDemand': {}, 'dehumidifierDemand': {}}",,,
supply air dpt hi limit,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'dischargeDewpointHiAlarm': {}, 'dischargeDewpointHiSp': {}}",,,
sup dpt hi limit,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'dischargeDewpointHiAlarm': {}, 'dischargeDewpointHiSp': {}}",,,
discharge dpt hi thresh,dischargeDewpointHiSp (override),dischargeDewpointHiSp (override),False,2,0,,,,,,,"{'dischargeDewpointHiAlarm': {}, 'dischargeDewpointHiSp': {}}",,,
supply fan hz,dischargeFanFrequency (override),dischargeFanFrequency (override),False,2,0,,,,,,,"{'dischargeFanFrequency': {}, 'dischargeFanSpeed': {}}",,,
ra fan out,returnFanSpeed (override),returnFanSpeed (override),False,2,0,,,,,,,"{'returnFan': {}, 'returnFanSpeed': {}}",,,
zn co2 max sp,zoneCO2HiSp,zoneCO2HiSp,False,2,0,1.0,1.0,0,0,1/0,1/0,"{'zoneCO2HiSp': {}, 'zoneCO2MaxSp': {}}",,,
zn hi co2 trip,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zoneCO2HiSp': {}, 'zoneCO2Alarm': {}}",,,
min oa cfm sp,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideFlow': {}, 'minOutsideFlowSp': {}}",,,
oa min flow sp,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideFlow': {}, 'minOutsideFlowSp': {}}",,,
minoa flow sp,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideFlow': {}, 'minOutsideFlowSp': {}}",,,
oa min setting,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideFlow': {}, 'minOutsideFlowSp': {}}",,,
oa min cfm setpt,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideFlow': {}, 'minOutsideFlowSp': {}}",,,
oa min cfm target,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideFlow': {}, 'minOutsideFlowSp': {}}",,,
oa cfm min sp,minOutsideFlowSp (override),minOutsideFlowSp (override),False,2,0,,,,,,,"{'minOutsideFlow': {}, 'minOutsideFlowSp': {}}",,,
zone voc alarm,zoneVOCLevelAlarm (override),zoneVOCLevelAlarm (override),False,2,0,,,,,,,"{'zoneVOCLevelAlarm': {}, 'zoneVOCAlarm': {}}",,,
zn voc alm,zoneVOCLevelAlarm (override),zoneVOCLevelAlarm (override),False,2,0,,,,,,,"{'zoneVOCLevelAlarm': {}, 'zoneVOCAlarm': {}}",,,
zone voc min setpoint,zoneVOCMinSp (override),zoneVOCMinSp (override),False,2,0,,,,,,,"{'zoneVOCMinSp': {}, 'zoneVOCLoSp': {}}",,,
zn voc min sp,zoneVOCMinSp (override),zoneVOCMinSp (override),False,2,0,,,,,,,"{'zoneVOCMinSp': {}, 'zoneVOCLoSp': {}}",,,
zn voc min setpoint,zoneVOCMinSp (override),zoneVOCMinSp (override),False,2,0,,,,,,,"{'zoneVOCMinSp': {}, 'zoneVOCLoSp': {}}",,,
space voc min sp,zoneVOCMinSp (override),zoneVOCMinSp (override),False,2,0,,,,,,,"{'zoneVOCMinSp': {}, 'zoneVOCLoSp': {}}",,,
zone voc max setpoint,zoneVOCMaxSp (override),zoneVOCMaxSp (override),False,2,0,,,,,,,"{'zoneVOCMaxSp': {}, 'zoneVOCHiSp': {}}",,,
zn voc max sp,zoneVOCMaxSp (override),zoneVOCMaxSp (override),False,2,0,,,,,,,"{'zoneVOCMaxSp': {}, 'zoneVOCHiSp': {}}",,,
zn voc max setpoint,zoneVOCMaxSp (override),zoneVOCMaxSp (override),False,2,0,,,,,,,"{'zoneVOCMaxSp': {}, 'zoneVOCHiSp': {}}",,,
space voc max sp,zoneVOCMaxSp (override),zoneVOCMaxSp (override),False,2,0,,,,,,,"{'zoneVOCMaxSp': {}, 'zoneVOCHiSp': {}}",,,
zn purge active,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zonePurge': {}, 'zonePurgeStatus': {}}",,,
zone purge status,zonePurgeStatus (override),zonePurgeStatus (override),False,2,0,,,,,,,"{'zonePurge': {}, 'zonePurgeStatus': {}}",,,
zn purge stat,zonePurgeStatus (override),zonePurgeStatus (override),False,2,0,,,,,,,"{'zonePurge': {}, 'zonePurgeStatus': {}}",,,
space press min setpoint,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zonePressureMinSp': {}, 'zonePressureLoSp': {}}",,,
space press max setpoint,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zonePressureMaxSp': {}, 'zonePressureHiSp': {}}",,,
heating request,zoneHeatingReq (override),zoneHeatingReq (override),False,2,0,,,,,,,"{'zoneHeatingDemand': {}, 'zoneHeatingReq': {}}",,,
htg request,zoneHeatingReq (override),zoneHeatingReq (override),False,2,0,,,,,,,"{'zoneHeatingDemand': {}, 'zoneHeatingReq': {}}",,,
htgrequest,zoneHeatingReq (override),zoneHeatingReq (override),False,2,0,,,,,,,"{'zoneHeatingDemand': {}, 'zoneHeatingReq': {}}",,,
heating req,zoneHeatingReq (override),zoneHeatingReq (override),False,2,0,,,,,,,"{'zoneHeatingDemand': {}, 'zoneHeatingReq': {}}",,,
zn htg req,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zoneHeatingDemand': {}, 'zoneHeatingReq': {}}",,,
zone heating request,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zoneHeatingDemand': {}, 'zoneHeatingReq': {}}",,,
cooling request,zoneCoolingReq (override),zoneCoolingReq (override),False,2,0,,,,,,,"{'zoneCoolingDemand': {}, 'zoneCoolingReq': {}}",,,
clg request,zoneCoolingReq (override),zoneCoolingReq (override),False,2,0,,,,,,,"{'zoneCoolingDemand': {}, 'zoneCoolingReq': {}}",,,
clgrequest,zoneCoolingReq (override),zoneCoolingReq (override),False,2,0,,,,,,,"{'zoneCoolingDemand': {}, 'zoneCoolingReq': {}}",,,
cooling req,zoneCoolingReq (override),zoneCoolingReq (override),False,2,0,,,,,,,"{'zoneCoolingDemand': {}, 'zoneCoolingReq': {}}",,,
zn clg req,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zoneCoolingDemand': {}, 'zoneCoolingReq': {}}",,,
zone cooling request,DROPPED (override),DROPPED (override),False,2,0,,,,,,,"{'zoneCoolingDemand': {}, 'zoneCoolingReq': {}}",,,
ct ent flo,DROPPED (tie),DROPPED (tie),False,2,0,,,,,,,"{'twrEnteringFlow': {}, 'twrLeavingFlow': {}}",,,
ct ent flw,DROPPED (tie),DROPPED (tie),False,2,0,,,,,,,"{'twrEnteringFlow': {}, 'twrLeavingFlow': {}}",,,
ct enter flo,DROPPED (tie),DROPPED (tie),False,2,0,,,,,,,"{'twrEnteringFlow': {}, 'twrLeavingFlow': {}}",,,
ct enter flw,DROPPED (tie),DROPPED (tie),False,2,0,,,,,,,"{'twrEnteringFlow': {}, 'twrLeavingFlow': {}}",,,
